id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,yr_built
9542830160,299900,4,3,1580,3632,2,0,3,7,1580,2011
3630120960,715000,3,3,3230,5000,2,0,3,9,3230,2006
3622059155,235000,4,3,1810,39639,1,0,3,7,1230,1970
1687000240,276000,3,3,2495,4400,2,0,3,8,2495,2007
4322300340,265000,4,2,1740,12728,1,0,4,7,1180,1964
3797000830,425000,3,2,1680,3000,1,2,4,6,840,1900
4137060270,313000,4,3,2460,10320,2,0,3,8,2460,1993
7277100640,715000,3,3,3050,6000,1,3,3,8,1720,1984
1312920060,265000,3,2,1630,10969,2,0,3,7,1630,1991
1472330030,646000,3,3,2460,6413,2,0,3,9,2460,2004
2973800030,175000,3,1,1030,6600,1,0,3,7,1030,1954
5152920070,649000,3,3,3410,13809,1,3,4,10,2450,1973
2021200058,785000,3,3,2310,5200,1,0,4,7,1520,1940
9828202255,890000,4,3,2610,4400,1,0,5,8,1260,1920
2126059276,612000,3,3,2330,10327,1,0,3,9,2330,1998
7796450340,330000,4,3,2980,5674,2,0,3,8,2980,2003
1449000260,493000,3,2,1790,11393,1,0,3,8,1790,1978
8722100570,1600000,4,2,2940,5735,1,0,3,9,1470,1957
7856400240,1620000,4,3,3900,9750,1,4,5,10,2520,1972
7856400240,1650000,4,3,3900,9750,1,4,5,10,2520,1972
3037200060,499000,3,3,1750,2150,3,0,3,7,1230,1900
6071700160,603500,6,3,2660,8400,1,0,5,8,1550,1962
7645900055,530000,2,2,1580,3680,1,2,3,8,1280,1941
292000070,895000,5,3,2350,14197,1,0,4,8,1220,1962
9510900710,267345,4,2,2510,8165,1,0,4,7,1610,1972
1471620240,275000,3,3,1480,15639,2,0,3,8,1480,1987
1626079012,439950,3,2,1720,223377,1,0,3,7,1240,1950
3904901670,455000,3,2,1470,4653,2,0,4,7,1470,1985
8927600070,630000,3,2,1540,6930,1,0,3,7,1250,1944
3629970240,690000,3,3,2820,5001,2,0,3,9,2820,2004
1099610260,212000,4,2,1250,12705,1,0,4,7,1250,1971
5420300270,231500,4,2,2080,7526,1,0,4,7,1280,1985
2954400520,1237500,4,3,5180,49936,2,0,4,10,5180,1991
1121059105,378500,3,3,2860,43821,2,0,4,9,2860,1990
2591720070,482000,4,3,2710,35868,2,0,3,9,2710,1989
9178600055,695000,2,1,1140,3990,1,0,3,7,1140,1924
9290850800,965000,4,3,4070,57587,2,0,3,10,4070,1989
5040800060,675000,3,2,1710,5913,1,0,4,8,1120,1941
1437900350,387000,3,2,1340,6500,1,0,3,7,1340,1972
1328300810,347500,4,3,2290,7000,2,0,3,8,2290,1977
3990200125,385000,3,2,1860,7400,1,0,3,8,930,1922
7452500340,265000,3,1,1080,4930,1,0,3,6,1080,1950
9215400075,406000,3,1,960,5264,1,0,3,7,960,1953
5061300030,134000,2,2,980,5000,2,0,3,7,980,1922
3362900696,415000,3,1,1500,3399,2,0,5,7,1300,1926
2558640340,375000,3,2,1440,8775,1,0,3,7,1440,1973
8078460810,620000,4,3,2580,7465,2,0,3,8,2580,1993
538000390,337500,5,3,2070,4698,2,0,3,7,2070,1999
3584900160,565000,3,3,1880,12368,1,0,4,7,1260,1967
8572900135,399500,3,2,2420,12676,2,0,3,7,2420,1911
8056000075,1065000,2,2,1890,9466,2,0,3,8,1890,1987
2972300140,352500,3,2,1920,33630,1,0,3,8,1920,1992
7697870350,259000,3,2,1870,5909,1,0,3,7,1270,1986
7972601710,320000,2,1,900,7620,1,0,3,7,900,1971
6421100342,733000,3,3,2160,9888,2,0,4,9,2160,1989
2464400340,381500,2,1,900,2910,1,0,5,7,900,1924
8113101232,343000,2,1,1180,9261,1,0,4,7,940,1957
5706500140,205500,2,1,900,6400,1,0,5,6,900,1938
1024069037,525000,3,2,1600,16530,1,0,5,7,1600,1967
9476700135,300000,3,2,1500,8352,1,2,5,6,750,1943
1926069035,299000,2,1,1070,189486,1,0,3,6,1070,1942
3904990030,561000,4,3,2570,5250,2,0,3,8,2570,1990
7132300550,450000,3,1,1210,4000,2,0,3,7,1090,1928
2193340140,540000,4,3,1850,7850,2,0,3,8,1850,1985
1422300160,379000,3,3,1740,30886,2,0,3,8,1740,1992
2946000751,230000,3,1,1300,14000,1,0,4,7,1300,1958
1796250140,399950,3,3,2000,30605,2,0,4,8,2000,1989
6699001200,355000,5,3,3220,5806,2,0,3,8,3220,2002
7525300310,580000,4,2,2160,9593,1,0,3,8,2160,1969
5700000340,700000,3,2,2130,4299,2,0,4,7,1680,1922
3210400340,279900,3,2,1580,8151,1,1,4,7,1100,1962
179003055,210000,3,1,1200,7500,1,0,3,6,1200,1905
9829200566,1165000,3,3,3790,5001,2,0,3,10,2810,1989
1723059050,290300,2,1,860,3874,1,0,4,6,860,1931
2624059036,1599950,5,5,5130,43123,2,0,3,11,5130,1996
5101406441,490000,3,1,1600,6380,2,0,3,7,1400,1939
8582010240,606000,4,3,2110,13850,2,0,3,9,2110,1987
6300500505,359950,3,1,1400,4980,1,0,3,6,950,1943
3275890310,677100,3,2,2110,9199,1,0,3,10,2110,1993
7715801040,465000,3,2,1430,7125,1,0,4,7,1430,1984
7738500731,4500000,5,6,6640,40014,2,4,3,12,6350,2004
1822079046,500000,3,2,3040,41072,1,0,4,8,1520,1978
1062100075,455000,2,1,980,5000,1,0,4,7,980,1950
8825900070,705000,6,2,2570,4240,2,0,4,7,1970,1911
1158700135,420000,3,3,2060,7020,1,0,4,8,1460,1967
7983000200,169575,3,1,1300,8284,1,0,3,7,1300,1968
7983000200,250000,3,1,1300,8284,1,0,3,7,1300,1968
1727510030,530000,3,2,1680,7262,1,0,5,7,1180,1973
3286800370,590000,5,3,4020,40341,1,0,5,8,2170,1970
6791400320,257500,3,2,1530,14087,1,0,3,7,1070,1979
3992700036,415000,3,1,1170,6700,1,0,3,8,1170,1957
1175000059,536000,3,2,1580,3764,2,0,3,7,1280,1945
8732000390,246500,3,2,1270,11600,1,0,4,7,1270,1964
1441800030,395000,3,2,1480,7700,1,0,3,8,1480,1975
4045800030,739000,3,2,2220,10530,1,0,4,8,1700,1974
1727850340,1272000,4,3,3200,13729,2,0,3,11,3200,1984
2268000370,190000,3,1,910,10575,1,0,4,7,910,1968
2023049350,305000,3,2,1480,9086,1,0,3,7,1480,1962
7018000560,925000,4,4,3770,13058,2,0,4,8,3770,1983
4147200140,895000,4,3,3500,13444,2,0,3,10,2360,1977
3176600055,656000,3,2,1480,7475,2,0,3,8,1480,1943
7518500885,560000,4,1,1660,4690,2,0,3,7,1260,1945
7504020810,610000,5,2,2520,11700,2,0,3,9,2520,1977
3276930370,645000,4,3,2850,37522,2,0,3,9,2850,1987
1687000200,259000,3,3,2153,4400,2,0,3,8,2153,2007
7501000340,980000,4,3,3780,10962,2,0,3,10,3780,1990
7611200136,872000,4,4,3770,9750,1,0,4,9,1940,1967
5459500125,1000000,6,3,3600,9675,1,2,4,9,1940,1977
825059271,900000,3,3,2980,12600,2,0,3,8,1590,1941
9465200181,475000,4,2,2320,5534,2,0,4,7,1540,1915
5469502860,350000,5,3,2980,13482,1,0,4,8,1730,1975
486000565,840000,4,2,2930,11562,1,3,3,9,1670,1947
6071900070,500000,4,3,2040,8400,1,0,3,8,1420,1963
7957600075,202500,3,2,1510,9898,1,0,3,7,1110,1954
823069074,523000,4,3,2660,65340,2,0,3,8,2660,1988
2366800055,225000,3,3,1740,10050,2,0,3,7,1740,1989
7272001805,418200,3,2,2240,9542,1,1,3,7,1190,1980
3582700070,356500,4,2,1570,9670,1,0,3,7,1170,1959
2402100055,670000,4,3,2500,5000,2,0,4,7,1460,1926
5146000070,456150,3,2,1750,12408,1,0,5,7,1150,1962
2607760890,471000,4,3,3030,9687,2,0,3,8,2020,1998
9274200316,558000,3,3,1680,934,3,0,3,8,1680,2008
4139500200,1380000,6,5,5740,10312,2,2,3,11,3610,2000
3021059155,161500,3,1,1220,6000,1,0,5,7,1220,1961
3580900160,311000,3,1,1310,8370,2,0,3,7,1310,1962
3876000350,470000,6,2,2490,8732,2,0,4,8,2490,1966
3959400400,569000,3,3,2220,8227,2,0,5,8,1770,1929
8079100700,689000,4,3,2240,7350,2,0,3,9,2240,1989
9407001610,271900,3,2,1890,11875,1,0,3,7,1230,1979
8700120270,278000,4,3,1850,6037,2,0,3,7,1850,1991
3204300860,820000,2,3,2210,4440,2,0,4,8,1440,1931
3204800520,399500,3,2,1410,7700,1,0,4,7,1410,1967
8857320260,462000,3,3,1890,2614,2,0,4,9,1890,1979
6791400800,347500,3,1,1830,12036,1,0,3,7,1550,1977
2768000270,562100,2,1,1440,3700,1,0,3,7,1200,1914
1432400060,230000,2,1,950,7560,1,0,3,6,950,1958
2547200240,687000,4,3,2370,10083,2,0,5,8,2370,1966
6441800060,725786,4,3,3070,5762,2,0,3,10,3070,2000
1775800710,315500,3,1,1300,12600,1,0,4,7,1300,1969
7694600253,312000,4,2,1300,7054,1,0,3,7,1300,1950
8910500238,343000,3,3,1210,1173,2,0,3,8,1000,2002
3076500830,385195,1,1,710,6000,2,0,3,6,710,2015
1072030510,415000,4,2,2240,12650,1,0,4,8,1730,1981
3888100226,461000,3,2,3600,8666,2,0,4,6,2400,1948
7227501369,369990,4,3,1960,7133,2,0,3,7,1960,2002
3820350070,349950,4,3,1820,3134,2,0,3,7,1820,1999
7616800350,285750,3,2,1960,17126,1,0,3,8,1400,1966
7811210200,542500,4,2,1750,10160,1,0,3,8,1320,1972
6891100260,830000,5,4,3700,5400,2,0,3,9,2890,2011
6076500160,705000,4,3,2910,20946,2,0,4,8,2350,1976
2872100445,615000,2,1,1270,5000,1,0,3,8,1090,1949
3352400004,184500,2,1,720,5880,1,0,3,6,720,1940
7942601200,412000,2,1,1040,5120,1,0,3,7,1040,1901
985001266,250000,3,2,2210,11111,2,0,3,7,2210,1934
2218000390,580000,5,2,2060,6000,2,0,3,7,2060,1903
7231502505,220000,2,1,780,6000,1,0,5,6,780,1923
7555220140,675000,4,3,2240,8937,1,0,4,8,1460,1976
7445000105,373500,2,1,800,3330,1,0,3,7,800,1918
5583200810,662700,2,2,2440,6900,2,0,3,7,1590,1910
7340600827,239950,5,1,1460,6032,2,0,4,6,1460,1941
7436900045,383000,3,1,1150,10196,1,0,4,7,1150,1957
4027701294,485000,3,3,2650,12350,1,0,4,7,1470,1975
3570000160,610000,4,3,2600,36583,1,0,5,8,1580,1976
9276202190,545000,6,2,1820,6250,1,0,3,7,1130,1954
5016002180,780000,2,3,2560,2500,2,0,5,8,1690,1901
7300000550,305000,3,3,1714,3240,2,0,3,8,1714,2005
6817810310,405000,3,1,1330,15678,1,0,3,7,900,1984
7851980260,1110000,5,4,7350,12231,2,4,3,11,4750,2001
1423400260,273000,3,2,2050,9045,2,0,4,6,2050,1959
3876810140,326500,3,1,1810,12375,2,0,3,7,1810,1970
3276180140,365000,3,2,1380,9134,1,0,5,7,880,1981
9808590310,1000750,3,3,3070,10739,2,0,3,10,2440,1987
546000045,422500,2,1,800,4046,1,0,3,7,800,1940
2595650060,354450,4,3,2140,9920,2,0,3,8,2140,1993
1771110550,320000,3,1,1330,9540,1,0,4,7,1330,1971
5335700030,223000,3,1,1030,9120,1,0,3,7,1030,1961
7203101580,410000,3,3,1740,4948,2,0,3,7,1740,2008
272000125,438000,3,1,1200,4000,2,0,4,6,1200,1923
2770601741,390000,3,3,1490,2944,2,0,3,7,960,1993
4250200140,298500,4,3,1890,5954,2,0,3,7,1890,2004
8965400390,749999,5,2,3060,13630,2,0,3,10,3060,1989
5071401000,779000,6,3,3250,12000,1,1,3,8,1800,1966
3760500435,570000,3,3,2730,11936,2,2,3,8,1530,1978
5680000260,385000,3,1,810,4600,1,0,3,6,810,1918
9170500060,649000,4,2,2240,11040,1,0,5,8,1120,1961
795000885,283000,3,1,1740,5247,1,0,3,7,1270,1947
4038600260,699900,4,2,2380,16236,1,0,3,7,1540,1961
4406000560,278500,4,1,1540,8400,1,0,3,7,770,1971
2260000340,700000,4,2,2340,9100,1,0,3,8,1610,1975
9510310030,535000,4,3,2710,45963,2,0,3,9,2710,1995
4245400045,234500,3,2,1310,18400,1,0,3,7,870,1954
9371700132,374150,3,2,1390,9585,1,0,4,7,1390,1973
7272001610,397000,4,3,2201,9542,2,0,3,8,2201,2006
1324059139,613000,3,2,1960,10385,1,0,3,8,1960,1988
1552100135,1150000,3,3,2850,10474,1,0,4,8,1730,1954
1257200060,595000,4,2,1880,4080,1,0,3,7,940,1924
2822059350,340000,5,3,2440,6858,2,0,3,8,2440,2003
2781260070,388000,4,3,2560,5800,2,0,3,9,2560,2005
619000045,404000,3,2,1410,15210,1,0,3,7,1410,1950
8934100125,810000,3,2,2870,6360,2,1,4,8,1790,1946
2472920140,405000,4,3,2620,9359,2,0,3,9,2620,1987
7215730310,726000,5,3,2970,10335,2,0,3,9,2970,2000
7697870310,266000,3,3,1780,7214,1,0,4,7,1400,1986
2795000060,722500,5,2,3700,7207,1,1,5,8,1850,1970
2408600160,352000,4,3,1252,25002,1,0,3,8,992,1996
7888200240,265000,4,2,1240,8158,1,0,4,7,1110,1961
151000075,856000,3,3,2160,3920,2,0,3,9,2160,2014
5104530240,346950,3,3,2040,4348,2,0,4,8,2040,2006
4139680070,866059,5,4,3130,4797,2,0,3,9,2570,2014
7852180260,410000,3,3,2350,4456,2,0,3,7,2350,2004
1471610060,370000,3,2,1570,16817,2,0,3,7,1570,1982
3520069033,230000,3,1,1530,389126,2,0,4,7,1530,1919
9268200550,400000,2,2,1520,5010,1,0,3,7,1520,1999
1788700295,172000,3,1,1350,9680,1,0,4,7,820,1959
7379600240,615000,3,2,1950,8480,1,0,4,8,1250,1962
8691330060,860000,4,4,3950,9600,2,0,3,10,3950,1998
6384500581,555000,3,2,2040,6000,1,0,5,7,1120,1958
6690500070,579000,3,3,1990,4040,2,0,5,8,1390,1926
3205400140,385000,3,2,1300,7030,1,0,3,7,1300,1968
6662410070,420000,4,2,2030,12000,2,0,3,7,2030,1977
1919800260,645000,3,2,2340,6750,2,0,5,7,1620,1914
7283900045,549950,3,3,2160,6288,2,0,3,8,2160,1996
3756100160,678000,3,3,2770,10000,1,1,5,8,1640,1962
3352401981,199000,4,2,2030,8120,2,0,3,7,2030,1950
5315100394,604000,3,1,1440,13824,1,0,4,7,1440,1957
3450300270,268000,5,2,1730,10368,1,0,5,7,1010,1963
2325069117,960000,5,4,4510,16305,2,0,3,10,2820,2003
7199340310,509250,3,3,2100,7600,1,0,4,7,1450,1980
8663260030,416000,3,3,1800,5372,2,0,3,8,1800,1987
9315100030,190000,3,1,1090,8520,1,0,3,7,1090,1967
2190601049,212000,3,2,1010,10000,1,0,4,7,1010,1973
9264930400,325900,3,3,2040,9765,2,0,3,8,2040,1985
2490200055,560000,3,4,2270,4088,2,0,3,8,1880,1996
3830630140,275000,3,3,1730,5799,2,0,4,7,1730,1987
6385260160,665000,4,3,2480,15411,2,2,3,8,2480,1994
5701500030,1505000,4,4,3480,7232,2,0,3,9,2580,1926
859000160,375000,4,2,1720,2410,1,0,3,7,970,1930
123039633,359950,3,2,1570,6975,1,0,3,7,1040,1979
3601200465,340000,4,3,3527,7200,2,0,3,7,3527,2005
106000320,401000,2,1,840,8100,1,0,4,7,840,1948
7631200292,669000,2,2,1950,10766,1,3,4,6,1160,1952
2526059046,638500,4,3,1980,6568,2,0,3,8,1980,2004
3416600111,545000,2,2,1620,3760,2,0,5,7,1170,1924
3205500160,524000,4,1,1980,7015,1,0,3,7,1260,1973
824059331,1610000,5,4,3530,13260,2,0,3,10,3530,2013
5347200060,280000,2,1,1260,4800,1,0,3,6,1100,1947
9323610260,828000,4,3,2120,10841,1,0,4,8,1500,1979
8732160240,223000,3,2,1360,10573,1,0,4,7,1360,1984
9808640320,1289000,4,4,3100,2261,2,2,3,9,2250,1981
1326069050,750000,2,2,2370,155130,1,0,3,7,2370,1970
1454100267,430000,2,1,1460,9207,1,0,3,7,1210,1947
5021900160,711000,4,2,1980,10800,1,0,5,6,990,1948
818100030,310000,4,3,1930,7014,2,0,3,8,1930,1994
393000045,415000,5,2,3700,9140,1,0,3,8,1850,1957
8091411040,274900,4,3,1970,6600,2,0,3,7,1970,1987
5561200310,525000,3,3,2470,36445,2,0,4,8,2470,1980
3204500340,179500,3,1,1180,32214,1,0,3,7,1180,1952
9222400935,478000,3,1,1280,2580,2,0,3,8,1280,1910
1796350570,195000,3,2,1380,7350,1,0,3,7,990,1981
2473450200,385000,4,3,2740,10925,1,0,3,8,1670,1980
1387300570,401000,3,3,2020,9505,1,0,3,7,1260,1969
8857640860,522000,4,3,2835,6598,2,0,3,8,2835,2002
5415000240,330000,4,2,1520,14417,1,0,4,7,1520,1968
2591760070,503000,3,3,2190,4882,2,0,3,9,2190,1999
4131500140,175000,5,2,1680,8400,1,0,4,7,1680,1979
7203220370,963990,4,4,3915,6364,2,0,3,9,3915,2014
1651500060,845000,5,2,1720,9972,1,0,4,8,1720,1951
7883600700,157500,2,1,670,4500,1,0,3,5,670,1905
567000755,450000,2,3,1790,1709,2,0,3,7,1400,2001
9294300615,925000,4,2,2440,11793,1,4,3,8,1420,1950
3213200215,600000,2,1,920,5029,1,0,4,7,920,1938
9136101776,709000,4,1,1680,4087,2,0,3,7,1680,1911
5035300850,1385000,5,4,3290,6480,2,0,5,10,2190,1938
3668001080,248000,3,3,2120,6840,1,0,3,7,1220,1984
5540800100,245000,3,1,910,6630,1,0,4,6,910,1912
3679401110,332000,2,1,1000,4776,1,0,4,6,1000,1942
7852130100,459950,3,3,2340,4273,2,0,3,7,2340,2002
9828200147,425000,3,2,1180,1800,2,2,3,8,1180,1994
826069085,460000,3,2,2080,50965,1,0,3,8,1590,1979
6383900090,838300,6,3,3760,12978,1,0,3,9,2360,1967
8100000090,256000,3,3,1480,7200,2,0,5,7,1480,1995
7805450750,864000,3,3,3060,13554,2,0,3,10,3060,1984
148000705,900000,4,4,3070,4440,2,0,3,9,2030,1922
1432400490,145600,3,1,1170,7560,1,0,3,6,1170,1958
7974200820,865000,5,3,2900,6730,1,0,5,8,1830,1977
8731951130,250250,3,2,2210,8000,2,0,4,8,2210,1969
7227801955,162000,4,2,1440,7641,1,0,4,5,1440,1943
3558910490,450000,4,2,1980,7350,1,0,3,7,1430,1973
324059112,675500,4,3,2060,21344,1,0,2,8,1460,1978
2710600025,697000,3,2,2420,5304,2,0,5,7,1640,1947
7582700100,1324050,3,3,3440,4080,2,0,3,9,2560,2005
3882300100,490000,3,2,1600,16510,1,0,3,8,1600,1984
3735900590,590000,3,2,2210,5742,1,0,3,8,1460,1951
5153200356,280000,4,2,2250,16000,1,0,3,8,1450,1957
7625702350,515000,2,1,1680,6500,1,0,4,7,1140,1941
2755200090,576000,3,1,1140,5395,1,0,4,7,1010,1909
626059317,375000,3,2,1430,10574,2,0,3,7,1430,1981
7199360090,478000,3,1,1440,7107,1,0,4,7,1000,1980
8651443480,282000,3,1,1670,5200,1,0,5,7,1030,1977
9359100750,1400000,4,5,3080,10550,2,3,3,8,1940,1976
5561400740,593500,5,3,4300,50405,2,0,3,8,3220,1972
1723099031,724950,4,4,3010,174240,2,0,3,9,3010,2004
7236500025,306000,3,2,1560,7500,1,0,4,8,1560,1966
2473411080,341000,4,2,1920,7665,1,0,4,8,1500,1975
1773101335,399950,3,3,1400,4400,1,0,3,7,1400,1930
9126100850,534000,5,2,2280,3600,2,0,3,7,2280,1992
7202331220,635000,6,3,3880,5700,2,0,3,7,3880,2003
5511600245,350000,2,1,1350,3880,1,0,3,6,950,1927
1344300090,856000,3,2,1480,2700,2,0,3,7,1480,1928
9828702812,582000,4,3,1670,1189,3,0,3,8,1427,2000
3825310820,799000,4,3,3400,6742,2,0,3,9,3400,2004
7852040110,423700,3,3,2070,3986,2,0,3,8,2070,1999
6752500090,1835000,4,4,4870,39190,2,0,3,12,4870,1995
3222079162,322000,3,2,1760,43575,1,0,3,7,1160,1988
1025069192,929000,4,3,4030,57499,2,0,3,9,4030,2002
5101404608,443000,2,1,1130,5413,1,0,3,7,880,1939
9477100490,441500,3,2,1510,7700,1,0,3,7,1510,1968
324069015,875000,4,4,3110,108464,2,2,4,8,3110,1979
4114601570,3600000,3,3,5020,12431,2,4,3,10,3420,1941
7920100025,450000,2,1,740,5100,1,0,4,7,740,1947
3275730110,425000,3,2,1630,10500,1,0,3,7,1100,1974
7504030090,660000,4,2,2780,9900,2,0,4,10,2780,1978
8813400405,763101,3,2,1990,5560,1,0,4,7,1100,1939
1313300300,499000,4,3,2250,14149,2,0,3,9,2250,1992
8121610110,521000,3,2,1720,37363,1,0,4,8,1350,1974
1820069019,302000,2,1,900,423838,1,2,5,6,900,1925
9406450090,293000,4,2,2360,6260,2,0,3,7,2360,1998
2619950490,335000,3,2,1530,4580,2,0,3,7,1530,2011
1646500785,499000,2,1,1450,3090,2,0,3,7,1450,1919
1868901690,600000,3,2,2040,5000,2,0,3,7,1780,1924
9542400025,720000,4,2,2620,11041,2,0,4,9,2620,1962
2781270090,195000,2,2,1180,2553,2,0,3,6,1180,2005
1665400165,249000,3,1,1110,8423,1,0,3,7,1110,1952
1326069191,334000,3,2,1840,9781,2,0,3,7,1840,1989
381000110,599950,4,2,2720,7810,1,0,3,8,1510,1952
3530530110,149900,2,2,1090,1950,1,0,4,8,1090,1982
5210200107,700000,4,2,1730,6500,1,0,3,7,1250,1945
1574100025,525000,4,2,1170,6240,1,0,4,6,1170,1960
2523069192,1049000,4,4,4740,126759,2,0,4,10,4740,1991
6706600090,402000,3,3,1960,8000,1,0,4,7,1290,1977
1994200031,450000,3,2,1430,3480,1,0,3,7,980,1947
2523069156,520000,3,2,2510,43995,2,0,3,8,2510,1981
5029450850,205000,3,2,1420,6980,1,0,5,7,820,1980
2723069147,635000,3,2,2680,175982,1,0,3,9,2680,2004
3750605349,210500,3,1,1220,9600,1,0,5,7,1220,1958
9285800735,406650,2,1,1070,6100,1,0,3,6,1070,1940
7574000100,350000,3,2,1580,19998,1,0,4,7,1580,1968
9212900100,425000,4,2,1820,6000,1,0,3,7,930,1942
8651611130,798000,3,4,3590,6402,2,0,3,10,3590,1999
423059184,180000,3,1,1960,9583,2,0,2,5,1960,1908
5451200600,1250000,5,3,3160,13238,2,0,5,8,3160,1972
6300000378,435000,4,2,2030,4033,2,0,4,7,1630,1925
2570300090,355000,3,2,1240,15867,1,0,3,7,1240,1962
9808100100,3000000,5,3,5370,14091,2,0,3,10,3850,1918
4019300906,685000,5,3,2670,14455,2,0,5,9,2670,1958
1023059223,311000,3,1,1640,12060,1,0,4,7,1640,1960
9320700090,305000,4,2,2130,9600,1,0,4,7,2130,1966
5700002460,675000,3,3,2550,4954,2,0,4,7,1850,1924
7598100735,769000,4,3,3630,15405,1,2,4,8,1850,1968
2202500110,430000,3,2,1690,9708,2,0,5,7,1690,1954
726059395,516250,6,2,2390,8660,2,0,4,7,2390,1925
1455600015,760000,3,4,2350,10739,1,2,5,7,1340,1940
9528101224,579950,3,4,1420,1217,2,0,3,8,1180,2003
6713100031,476000,3,2,1570,7187,1,0,4,8,1170,1980
8677900123,510000,3,2,1600,19200,1,0,4,7,1600,1967
4302201130,205000,2,1,720,5040,1,0,3,6,720,1955
1310800090,240000,3,1,1470,7350,1,0,3,7,1470,1969
6117502727,738000,5,4,2790,16952,2,2,3,10,1970,1991
9324800110,420000,3,2,1720,8102,1,0,5,6,860,1940
8965000110,455000,3,2,1300,9600,1,0,4,7,1300,1969
5700001055,765000,4,1,2520,5500,2,0,5,8,1820,1912
49500090,372000,4,2,1780,7914,2,0,4,7,1780,1962
3812400657,160000,3,1,1200,8360,1,0,2,6,1200,1948
2725069162,772000,4,3,2990,9643,2,0,3,9,2990,2003
4232400110,1125000,5,2,1910,5640,2,0,4,9,1910,1906
9521100586,479000,3,1,1370,3000,2,0,3,7,1370,1924
7215721570,570000,3,3,1910,4941,2,0,3,8,1910,1999
3834000805,350000,4,1,1170,8147,2,0,3,6,1170,1959
2274000026,353000,3,3,1250,864,3,0,3,8,1250,2004
5103300090,699000,5,3,3340,24755,2,0,3,10,3340,2002
9558200025,265000,3,2,1380,8536,2,0,4,7,1380,1955
8649401270,167000,1,1,780,10235,2,0,3,6,780,1989
686200740,500000,4,2,2080,8000,1,0,3,8,1390,1964
7658600025,700000,3,1,1410,7200,2,0,4,6,1410,1901
3702900165,295000,1,1,520,5600,1,0,3,6,520,1918
7977201240,1010000,4,4,3500,4080,2,2,3,9,2590,2004
8651410090,209000,2,1,840,5265,1,0,5,6,840,1969
3750603732,276000,3,2,2240,9200,1,0,4,7,1440,1968
1023059429,380000,4,3,2100,5857,2,0,3,8,2100,2002
2412100025,315000,3,2,1750,12500,1,0,3,7,1150,1954
